Amount,Date,Sender,Recipient,Note
-16.22,2018-07-14T00:00:00.000Z,Hina Couch,Adam Sanders,Dinner on Saturday 🤗🥓
18.94,2018-07-15T00:00:00.000Z,,Murphy6761atwalmart,Travel
-70.94,2018-07-15T00:00:00.000Z,Boyd Mcclain,Adam Sanders,Drinks on Monday 🥐🧆
87.78,2018-07-16T00:00:00.000Z,,Taqueria Del Sol Athens,Other Services
72.38,2018-07-16T00:00:00.000Z,,Publix #719,Health Care
-90.35,2018-07-17T00:00:00.000Z,Tyriq Chavez,Adam Sanders,Breakfast on Saturday 🥚🥝
63.86,2018-07-17T00:00:00.000Z,,Gu's Dumplings,Phone/Cable
-54.78,2018-07-18T00:00:00.000Z,Yousef Walls,Adam Sanders,Breakfast on Tuesday 🤐🍆
0.95,2018-07-18T00:00:00.000Z,Adam Sanders,Lex Curran,Dinner on Monday 🍗🍑
95.07,2018-07-19T00:00:00.000Z,,Qt 838 07008386,Dining
97.15,2018-07-19T00:00:00.000Z,,Amagansett Supersav,Travel
-36.71,2018-07-20T00:00:00.000Z,Kelsi Burt,Adam Sanders,Groceries on Sunday 🌶🍍
-74.48,2018-07-20T00:00:00.000Z,Todd Mcmillan,Adam Sanders,Dinner on Monday 🌯🌮
-50.15,2018-07-21T00:00:00.000Z,Lex Curran,Adam Sanders,Tickets on Wednesday 🌯🍳
67.3,2018-07-21T00:00:00.000Z,,Spectrum,Dining
1.98,2018-07-22T00:00:00.000Z,,Mta*metrocard Machine,Other Services
95.71,2018-07-22T00:00:00.000Z,,Comcast Atlanta Cs 1x,Other Services
38.64,2018-07-23T00:00:00.000Z,,Karakatta,Phone/Cable
56.23,2018-07-23T00:00:00.000Z,Adam Sanders,Jo Pena,Drinks on Saturday 😋🌯
26.1,2018-07-24T00:00:00.000Z,,Sq *dsk Brooklyn,Other Services
-45.54,2018-07-24T00:00:00.000Z,Dominick Arellano,Adam Sanders,Breakfast on Sunday 🥵🥓
40.8,2018-07-25T00:00:00.000Z,,Exxonmobil 48085070,Travel
79.98,2018-07-25T00:00:00.000Z,,Trader Joe's #539 Qps,Merchandise
98.89,2018-07-26T00:00:00.000Z,Adam Sanders,Theodor Larson,Lunch on Wednesday 🥚🧅
39.81,2018-07-26T00:00:00.000Z,,Mta*metrocard Machine,Phone/Cable
12.47,2018-07-27T00:00:00.000Z,Adam Sanders,Nafeesa Mitchell,Breakfast on Thursday 🤩🌶
-8.26,2018-07-27T00:00:00.000Z,Camden Merritt,Adam Sanders,Breakfast on Monday 🤑🍓
-47.61,2018-07-28T00:00:00.000Z,Anthony Palacios,Adam Sanders,Tickets on Thursday 🌯🍑
43.77,2018-07-28T00:00:00.000Z,Adam Sanders,Kelsi Burt,Dinner on Friday 🥭🥦
88.37,2018-07-29T00:00:00.000Z,Adam Sanders,Nabilah Knowles,Groceries on Tuesday 🥙🧄
-93.41,2018-07-29T00:00:00.000Z,Dominick Arellano,Adam Sanders,Dinner on Thursday 🙏🥖
-15.55,2018-07-30T00:00:00.000Z,Malachi Cannon,Adam Sanders,Breakfast on Saturday 🤟🍐
-72.72,2018-07-30T00:00:00.000Z,Thelma Stacey,Adam Sanders,Tickets on Tuesday 👻🥙
91.15,2018-07-31T00:00:00.000Z,,Mta*metrocard Machine,Other Services
37.89,2018-07-31T00:00:00.000Z,,Trader Joe's #539 Qps,Merchandise
6.31,2018-08-01T00:00:00.000Z,Adam Sanders,Yousef Walls,Groceries on Sunday 🧄🥑
-0.99,2018-08-01T00:00:00.000Z,Courtnie Mccarty,Adam Sanders,Tickets on Sunday 🥔🧄
46.17,2018-08-02T00:00:00.000Z,,Citgo-metro Food & Gas,Health Care
62.34,2018-08-02T00:00:00.000Z,,Amagansett Supersav,Travel
98.06,2018-08-03T00:00:00.000Z,,Amer Mus Nat Hist Tix,Merchandise
32.24,2018-08-03T00:00:00.000Z,Adam Sanders,Murtaza Becker,Tickets on Saturday 🍳🍌
68.13,2018-08-04T00:00:00.000Z,,Publix #719,Health Care
-76.12,2018-08-04T00:00:00.000Z,Lidia Barclay,Adam Sanders,Breakfast on Tuesday 👻🥬
-36.89,2018-08-05T00:00:00.000Z,Alivia Mackay,Adam Sanders,Brunch on Tuesday 🧄🧀
12.66,2018-08-05T00:00:00.000Z,,Publix #719,Phone/Cable
13.01,2018-08-06T00:00:00.000Z,,Shell Oil 57446255408,Travel
34.83,2018-08-06T00:00:00.000Z,Adam Sanders,Anthony Palacios,Brunch on Sunday 🍈🥖
91.77,2018-08-07T00:00:00.000Z,,Taqueria Del Sol Howell,Travel
94.86,2018-08-07T00:00:00.000Z,,Megabus.com,Dining
2.46,2018-08-08T00:00:00.000Z,,CVS,Travel
-50.04,2018-08-08T00:00:00.000Z,Camden Merritt,Adam Sanders,Lunch on Friday 🥳🤩
97.97,2018-08-09T00:00:00.000Z,,Ton Ton,Phone/Cable
63.63,2018-08-09T00:00:00.000Z,,Bull Mccabes,Phone/Cable
4.8,2018-08-10T00:00:00.000Z,,ConEd,Phone/Cable
98.43,2018-08-10T00:00:00.000Z,,Exxonmobil 47449913,Travel
57.74,2018-08-11T00:00:00.000Z,,Best Buy Mht 00008904,Travel
-52.89,2018-08-11T00:00:00.000Z,Sara Harrington,Adam Sanders,Snacks on Tuesday 🍌😎
93.18,2018-08-12T00:00:00.000Z,Adam Sanders,Tyriq Chavez,Dinner on Wednesday 🍐🥥
5.04,2018-08-12T00:00:00.000Z,,Proof Of The Pudding At G,Other Services
-76.14,2018-08-13T00:00:00.000Z,Shaurya Horne,Adam Sanders,Dinner on Thursday 🍗🥒
3.93,2018-08-13T00:00:00.000Z,,Mta*metrocard Machine,Merchandise
70.82,2018-08-14T00:00:00.000Z,,Cvs/pharmacy #02082,Health Care
96.81,2018-08-14T00:00:00.000Z,,Exxonmobil 48085070,Merchandise
85.97,2018-08-15T00:00:00.000Z,,Taqueria Del Sol Howell,Travel
-85.44,2018-08-15T00:00:00.000Z,Everett Dalton,Adam Sanders,Lunch on Monday 🍆🥬
80.72,2018-08-16T00:00:00.000Z,Adam Sanders,Carlo Hodge,Brunch on Thursday 🍏🥝
41.96,2018-08-16T00:00:00.000Z,,Amagansett Supersav,Phone/Cable
14.94,2018-08-17T00:00:00.000Z,Adam Sanders,Tyrell Padilla,Lunch on Friday 🥝🍖
-21.49,2018-08-17T00:00:00.000Z,Yousef Walls,Adam Sanders,Drinks on Sunday 🥬⛄️
-27.06,2018-08-18T00:00:00.000Z,Nabilah Knowles,Adam Sanders,Drinks on Saturday 🙏🤗
-96.33,2018-08-18T00:00:00.000Z,Amelia-Lily Pham,Adam Sanders,Drinks on Tuesday 🤟🧈
31.96,2018-08-19T00:00:00.000Z,,Tuk Tuk Thai Food Loft,Health Care
1.07,2018-08-19T00:00:00.000Z,Adam Sanders,Sara Harrington,Brunch on Tuesday 🍖🧅
84.62,2018-08-20T00:00:00.000Z,,Krispy Kreme Dough,Merchandise
10.53,2018-08-20T00:00:00.000Z,Adam Sanders,Boyd Mcclain,Tickets on Sunday 🥬🍔
32.87,2018-08-21T00:00:00.000Z,Adam Sanders,Hina Couch,Breakfast on Tuesday 🍊🍏
67.76,2018-08-21T00:00:00.000Z,,Publix #719,Phone/Cable
19.2,2018-08-22T00:00:00.000Z,Adam Sanders,Nafeesa Mitchell,Snacks on Monday 🍖🥬
36.78,2018-08-22T00:00:00.000Z,,Publix #282,Merchandise
-80.32,2018-08-23T00:00:00.000Z,Jadene Holding,Adam Sanders,Brunch on Sunday 🍆🥪
-13.49,2018-08-23T00:00:00.000Z,Cory Maguire,Adam Sanders,Drinks on Saturday 🌮🥒
-54.17,2018-08-24T00:00:00.000Z,Aarron Timms,Adam Sanders,Lunch on Saturday 🥖⛄️
37.56,2018-08-24T00:00:00.000Z,,Megabus.com,Merchandise
40.18,2018-08-25T00:00:00.000Z,,Ingles Gas Exp #133,Phone/Cable
71.71,2018-08-25T00:00:00.000Z,,Mercedes Benz Stadium,Phone/Cable
94.84,2018-08-26T00:00:00.000Z,Adam Sanders,Abdurahman Fox,Drinks on Friday 🧀🥥
42.45,2018-08-26T00:00:00.000Z,,Mta*metrocard Machine,Merchandise
11.72,2018-08-27T00:00:00.000Z,,Marta Atlanta 00000018,Dining
14.23,2018-08-27T00:00:00.000Z,,Amagansett Supersav,Dining
52.52,2018-08-28T00:00:00.000Z,Adam Sanders,Yousef Walls,Lunch on Wednesday 🥑🍠
28.24,2018-08-28T00:00:00.000Z,,Publix #282,Health Care
33.06,2018-08-29T00:00:00.000Z,,Tm *atlanta United Fc,Merchandise
22.4,2018-08-29T00:00:00.000Z,Adam Sanders,Lidia Barclay,Tickets on Thursday 🍇🧇
-89.2,2018-08-30T00:00:00.000Z,Kitty John,Adam Sanders,Snacks on Thursday 🥝🍕
97.05,2018-08-30T00:00:00.000Z,,Mta*metrocard Machine,Other Services
-57.28,2018-08-31T00:00:00.000Z,Sara Harrington,Adam Sanders,Dinner on Tuesday 🍑🥙
56.64,2018-08-31T00:00:00.000Z,Adam Sanders,Oran Crane,Lunch on Sunday 🍍🍇
4.33,2018-09-01T00:00:00.000Z,Adam Sanders,Theo Freeman,Dinner on Friday 🍠👻
44.14,2018-09-01T00:00:00.000Z,,76 - Gse 76 Los Feliz,Merchandise
0.82,2018-09-02T00:00:00.000Z,,Mta*metrocard Machine,Merchandise
74.58,2018-09-02T00:00:00.000Z,,Supercuts,Other Services
19.77,2018-09-03T00:00:00.000Z,,Bull Mccabes,Health Care
47.37,2018-09-03T00:00:00.000Z,,Joy Cafe,Other Services
-64.76,2018-09-04T00:00:00.000Z,Sara Harrington,Adam Sanders,Drinks on Saturday 🍞🥭
-4.01,2018-09-04T00:00:00.000Z,Gemma Avery,Adam Sanders,Lunch on Saturday 😎🤩
15.31,2018-09-05T00:00:00.000Z,,Trader Joe's #539 Qps,Merchandise
17.65,2018-09-05T00:00:00.000Z,,Spectrum,Travel
79.33,2018-09-06T00:00:00.000Z,Adam Sanders,Norman Liu,Snacks on Monday 🍑🍑
0.29,2018-09-06T00:00:00.000Z,Adam Sanders,Renae Hutchinson,Snacks on Saturday 🍟🥞
70.67,2018-09-07T00:00:00.000Z,,Publix #719,Travel
96.07,2018-09-07T00:00:00.000Z,,Barnes & Noble #1907,Merchandise
-25.51,2018-09-08T00:00:00.000Z,Camron Ramirez,Adam Sanders,Dinner on Monday 🧄🍔
97.91,2018-09-08T00:00:00.000Z,Adam Sanders,Paula Gallagher,Brunch on Wednesday 🍠🥨
-95.35,2018-09-09T00:00:00.000Z,Tyrell Padilla,Adam Sanders,Snacks on Wednesday 🍑🥕
85.41,2018-09-09T00:00:00.000Z,,Uber Trip,Merchandise
80.54,2018-09-10T00:00:00.000Z,Adam Sanders,Boyd Mcclain,Dinner on Wednesday 🥪🥳
-35.65,2018-09-10T00:00:00.000Z,Amelia-Lily Pham,Adam Sanders,Brunch on Saturday 🧅😋
71.77,2018-09-11T00:00:00.000Z,,Spectrum,Phone/Cable
58.7,2018-09-11T00:00:00.000Z,,Publix #282,Other Services
89.39,2018-09-12T00:00:00.000Z,Adam Sanders,Tyrell Padilla,Tickets on Friday 🍕🍇
43.6,2018-09-12T00:00:00.000Z,,Trader Joe's #539 Qps,Health Care
74.74,2018-09-13T00:00:00.000Z,Adam Sanders,Thelma Stacey,Snacks on Monday 🍳🌶
28.79,2018-09-13T00:00:00.000Z,,Fellini's Pizza-buckhe,Phone/Cable
78.73,2018-09-14T00:00:00.000Z,Adam Sanders,Carlo Hodge,Tickets on Sunday 🧈🥨
94.36,2018-09-14T00:00:00.000Z,,Down The Hatch,Merchandise
89.5,2018-09-15T00:00:00.000Z,Adam Sanders,Tyrell Padilla,Dinner on Tuesday 🥚🥔
73.85,2018-09-15T00:00:00.000Z,,Amagansett Supersav,Dining
47.12,2018-09-16T00:00:00.000Z,Adam Sanders,Alivia Mackay,Groceries on Thursday 🥔🧄
84.09,2018-09-16T00:00:00.000Z,Adam Sanders,Jo Pena,Groceries on Thursday 🌯🤑
-59.42,2018-09-17T00:00:00.000Z,Darcie Ferreira,Adam Sanders,Brunch on Monday 🍆🤐
12.43,2018-09-17T00:00:00.000Z,,Trader Joe's #539 Qps,Health Care
64.88,2018-09-18T00:00:00.000Z,,Publix #719,Other Services
57.5,2018-09-18T00:00:00.000Z,Adam Sanders,Renae Hutchinson,Drinks on Tuesday 🤯⛄️
-68.41,2018-09-19T00:00:00.000Z,Oran Crane,Adam Sanders,Lunch on Wednesday 🍌🥦
20.2,2018-09-19T00:00:00.000Z,Adam Sanders,Gemma Avery,Tickets on Tuesday 🍐🥞
20.91,2018-09-20T00:00:00.000Z,,Marta Atlanta 00000018,Merchandise
30.21,2018-09-20T00:00:00.000Z,,Krispy Kreme Dough,Travel
-83.54,2018-09-21T00:00:00.000Z,Courtnie Mccarty,Adam Sanders,Snacks on Monday 🥙🥨
2.4,2018-09-21T00:00:00.000Z,,Harris Teeter #80,Other Services
59.06,2018-09-22T00:00:00.000Z,,Publix #719,Other Services
38.92,2018-09-22T00:00:00.000Z,,Comcast Atlanta Cs 1x,Travel
41.54,2018-09-23T00:00:00.000Z,Adam Sanders,Omar Nairn,Groceries on Wednesday 🧆🍓
14.65,2018-09-23T00:00:00.000Z,,Bp#8247694circle K St 27,Other Services
30.78,2018-09-24T00:00:00.000Z,,Comcast Atlanta Cs 1x,Health Care
72.43,2018-09-24T00:00:00.000Z,,Trader Joe's #539 Qps,Merchandise
20.34,2018-09-25T00:00:00.000Z,,Publix #282,Other Services
-52.88,2018-09-25T00:00:00.000Z,Amelia-Lily Pham,Adam Sanders,Breakfast on Wednesday 🍎🥯
11.36,2018-09-26T00:00:00.000Z,,Qt 798 07007982,Dining
-43.5,2018-09-26T00:00:00.000Z,Murtaza Becker,Adam Sanders,Breakfast on Saturday 🤟⛄️
88.28,2018-09-27T00:00:00.000Z,,Spectrum,Health Care
59.09,2018-09-27T00:00:00.000Z,,Mirch Masala,Travel
-43.67,2018-09-28T00:00:00.000Z,Camden Merritt,Adam Sanders,Brunch on Thursday 🍖👻
62.73,2018-09-28T00:00:00.000Z,Adam Sanders,Aarron Timms,Snacks on Wednesday 🤗🍅
2.66,2018-09-29T00:00:00.000Z,,Spectrum,Phone/Cable
7.79,2018-09-29T00:00:00.000Z,,Murphy6761atwalmart,Phone/Cable
-21.04,2018-09-30T00:00:00.000Z,Boyd Mcclain,Adam Sanders,Dinner on Tuesday 🧆🍊
66.72,2018-09-30T00:00:00.000Z,,Mta*metrocard Machine,Merchandise
16.04,2018-10-01T00:00:00.000Z,,Amazon Mktplace Pmts Www.,Phone/Cable
65.79,2018-10-01T00:00:00.000Z,Adam Sanders,Cory Maguire,Snacks on Wednesday 🧇🧇
0.49,2018-10-02T00:00:00.000Z,,Taqueria Del Sol Athens,Merchandise
9.02,2018-10-02T00:00:00.000Z,,ConEd,Merchandise
6.57,2018-10-03T00:00:00.000Z,,Marta Atlanta 00000018,Health Care
11.58,2018-10-03T00:00:00.000Z,,Barnes & Noble #1907,Phone/Cable
61.73,2018-10-04T00:00:00.000Z,,Bp#1721828ck 2211932,Other Services
-15.27,2018-10-04T00:00:00.000Z,Leen Mcgrath,Adam Sanders,Groceries on Saturday 🌮🍑
27.37,2018-10-05T00:00:00.000Z,,Bp#Azk12 Azk12,Phone/Cable
30.3,2018-10-05T00:00:00.000Z,,Chevron 0302330,Other Services
11.39,2018-10-06T00:00:00.000Z,,Exxonmobil 47449913,Other Services
64.95,2018-10-06T00:00:00.000Z,Adam Sanders,Aarron Timms,Breakfast on Friday ⛄️😋
1.51,2018-10-07T00:00:00.000Z,,Mta*metrocard Machine,Health Care
-52.74,2018-10-07T00:00:00.000Z,Abdurahman Fox,Adam Sanders,Tickets on Saturday 🥔🥩
-16.52,2018-10-08T00:00:00.000Z,Gemma Avery,Adam Sanders,Snacks on Thursday 🥬🍉
79.11,2018-10-08T00:00:00.000Z,,Marta Atlanta 00000018,Other Services
1.62,2018-10-09T00:00:00.000Z,,ConEd,Health Care
-52.42,2018-10-09T00:00:00.000Z,Adil Smart,Adam Sanders,Snacks on Monday 🍉🥚
62.41,2018-10-10T00:00:00.000Z,,Shell Oil 57446255408,Merchandise
81.1,2018-10-10T00:00:00.000Z,,Comcast Atlanta Cs 1x,Merchandise
59.99,2018-10-11T00:00:00.000Z,,Uber Trip Azk12,Merchandise
39.73,2018-10-11T00:00:00.000Z,Adam Sanders,Aarron Timms,Breakfast on Friday 🥦🙏
74.78,2018-10-12T00:00:00.000Z,,Ton Ton,Travel
86.22,2018-10-12T00:00:00.000Z,Adam Sanders,Hina Couch,Tickets on Wednesday 🍋🥙
-1.06,2018-10-13T00:00:00.000Z,Jo Pena,Adam Sanders,Lunch on Monday 🧀🥕
96.17,2018-10-13T00:00:00.000Z,,Comcast Atlanta Cs 1x,Merchandise
61.75,2018-10-14T00:00:00.000Z,,Trader Joe's #539 Qps,Phone/Cable
23.98,2018-10-14T00:00:00.000Z,Adam Sanders,Murtaza Becker,Snacks on Wednesday 🤗🍟
20.2,2018-10-15T00:00:00.000Z,,Uber Trip I35az,Dining
19.53,2018-10-15T00:00:00.000Z,Adam Sanders,Everett Dalton,Dinner on Saturday 🍈🥥
20.74,2018-10-16T00:00:00.000Z,,Publix #719,Merchandise
70.58,2018-10-16T00:00:00.000Z,,Exxonmobil 48085070,Health Care
76.83,2018-10-17T00:00:00.000Z,,Down The Hatch,Dining
55.48,2018-10-17T00:00:00.000Z,Adam Sanders,Aarron Timms,Snacks on Saturday 🥬🥐
-21.79,2018-10-18T00:00:00.000Z,Norman Liu,Adam Sanders,Tickets on Monday 🧆🍗
91.97,2018-10-18T00:00:00.000Z,,Amagansett Supersav,Travel
89.95,2018-10-19T00:00:00.000Z,,Publix #719,Travel
92.91,2018-10-19T00:00:00.000Z,,Victory Sandwich Bar - De,Travel
73.54,2018-10-20T00:00:00.000Z,,Playstationnetwork,Dining
67.55,2018-10-20T00:00:00.000Z,Adam Sanders,Courtnie Mccarty,Breakfast on Wednesday 👻🥵
98.06,2018-10-21T00:00:00.000Z,,Amagansett Supersav,Phone/Cable
23.59,2018-10-21T00:00:00.000Z,,Trader Joe's #539 Qps,Health Care
10.77,2018-10-22T00:00:00.000Z,Adam Sanders,Yousef Walls,Breakfast on Thursday 🙏🥕
36.49,2018-10-22T00:00:00.000Z,,Chevron 0302330,Dining
27.58,2018-10-23T00:00:00.000Z,,Bp#1721828ck 2211932,Other Services
62.53,2018-10-23T00:00:00.000Z,,Ton Ton,Travel
87.21,2018-10-24T00:00:00.000Z,,CVS,Other Services
-7.38,2018-10-24T00:00:00.000Z,Jo Pena,Adam Sanders,Drinks on Thursday 🥕🥥
83.71,2018-10-25T00:00:00.000Z,,Mezcalitos Group L,Other Services
92.84,2018-10-25T00:00:00.000Z,,Barnes & Noble #1907,Other Services
-18.25,2018-10-26T00:00:00.000Z,Theodor Larson,Adam Sanders,Groceries on Friday 🍔🍌
-1.37,2018-10-26T00:00:00.000Z,Paula Gallagher,Adam Sanders,Tickets on Wednesday 🥯🥕
37.39,2018-10-27T00:00:00.000Z,,ConEd,Merchandise
-51.48,2018-10-27T00:00:00.000Z,Jamal Cole,Adam Sanders,Groceries on Monday 😍🍓
-51.69,2018-10-28T00:00:00.000Z,Kitty John,Adam Sanders,Tickets on Friday 🥖🍒
6.94,2018-10-28T00:00:00.000Z,,Wagaya,Dining
80.78,2018-10-29T00:00:00.000Z,,Sunoco 0718764400,Travel
21.42,2018-10-29T00:00:00.000Z,Adam Sanders,Adil Smart,Snacks on Friday 🍞🍇
-99.19,2018-10-30T00:00:00.000Z,Theo Freeman,Adam Sanders,Breakfast on Saturday 🤩🥯
0.21,2018-10-30T00:00:00.000Z,,Taqueria Del Sol Howell,Phone/Cable
94.13,2018-10-31T00:00:00.000Z,,Mta*metrocard Machine,Dining
13.31,2018-10-31T00:00:00.000Z,Adam Sanders,Todd Mcmillan,Brunch on Wednesday 🥔🍗
45.5,2018-11-01T00:00:00.000Z,Adam Sanders,Devin Hollis,Snacks on Tuesday 🌮🍍
10.61,2018-11-01T00:00:00.000Z,Adam Sanders,Shaurya Horne,Drinks on Sunday 🍅🍋
-23.71,2018-11-02T00:00:00.000Z,Paula Gallagher,Adam Sanders,Breakfast on Wednesday 🥕🍳
27.35,2018-11-02T00:00:00.000Z,,Sq *american Whiskey,Merchandise
57.4,2018-11-03T00:00:00.000Z,,Best Buy Mht 00008904,Merchandise
59.6,2018-11-03T00:00:00.000Z,Adam Sanders,Nabilah Knowles,Snacks on Saturday 🍍🥵
87.72,2018-11-04T00:00:00.000Z,,Exxonmobil 48085070,Merchandise
39.33,2018-11-04T00:00:00.000Z,,Publix #719,Phone/Cable
79.92,2018-11-05T01:00:00.000Z,,76 - Gse 76 Los Feliz,Health Care
5.14,2018-11-05T01:00:00.000Z,,Publix #719,Merchandise
35.89,2018-11-06T01:00:00.000Z,,Trader Joe's #539 Qps,Travel
-1.51,2018-11-06T01:00:00.000Z,Boyd Mcclain,Adam Sanders,Brunch on Thursday 🥥🥪
46.72,2018-11-07T01:00:00.000Z,Adam Sanders,Nafeesa Mitchell,Snacks on Saturday 🥓🥕
-93.26,2018-11-07T01:00:00.000Z,Leen Mcgrath,Adam Sanders,Drinks on Tuesday 🍆🥩
34.9,2018-11-08T01:00:00.000Z,,Qt 761 07007610,Other Services
2.26,2018-11-08T01:00:00.000Z,,Rosati's Pizza- Buckhead,Merchandise
88.83,2018-11-09T01:00:00.000Z,,Mezcalitos Group L,Travel
35.56,2018-11-09T01:00:00.000Z,,Cvs/pharmacy #02082,Health Care
29.84,2018-11-10T01:00:00.000Z,,Playstationnetwork,Phone/Cable
41.22,2018-11-10T01:00:00.000Z,,Bp#1721828ck 2211932,Dining
86.28,2018-11-11T01:00:00.000Z,Adam Sanders,Jo Pena,Brunch on Monday 🍎🥚
16.97,2018-11-11T01:00:00.000Z,,ConEd,Other Services
2.21,2018-11-12T01:00:00.000Z,Adam Sanders,Paula Gallagher,Drinks on Wednesday 🥵🥳
76.93,2018-11-12T01:00:00.000Z,,,Trader Joe's #539 Qps,Dining
-73.25,2018-11-13T01:00:00.000Z,Oran Crane,Adam Sanders,Tickets on Thursday 🤑🥝
8.31,2018-11-13T01:00:00.000Z,,Mta*metrocard Machine,Phone/Cable
58.43,2018-11-14T01:00:00.000Z,,Publix #719,Phone/Cable
1.78,2018-11-14T01:00:00.000Z,,Fellini's Pizza-buckhe,Dining
37.82,2018-11-15T01:00:00.000Z,,Ifc Theatres Llc Box Off,Other Services
6.89,2018-11-15T01:00:00.000Z,,Mta*metrocard Machine,Travel
92.45,2018-11-16T01:00:00.000Z,Adam Sanders,Dominick Arellano,Tickets on Saturday 🥝🌭
4.97,2018-11-16T01:00:00.000Z,,Sunoco 0718764400,Other Services
45.37,2018-11-17T01:00:00.000Z,,Ifc Theatres Llc Box Off,Phone/Cable
46.87,2018-11-17T01:00:00.000Z,Adam Sanders,Kitty John,Breakfast on Sunday 🤟🍆
-19.87,2018-11-18T01:00:00.000Z,Missy Hulme,Adam Sanders,Drinks on Saturday 🥑🌭
65.66,2018-11-18T01:00:00.000Z,Adam Sanders,Hassan Nicholson,Groceries on Tuesday 🧅🥒
46.28,2018-11-19T01:00:00.000Z,,Sq *los Tacos Al Pastor,Phone/Cable
88.58,2018-11-19T01:00:00.000Z,,Rosati's Pizza- Buckhead,Health Care
52.3,2018-11-20T01:00:00.000Z,Adam Sanders,Shaurya Horne,Brunch on Monday 🍓🌶
57.19,2018-11-20T01:00:00.000Z,,Sunoco 0718764400,Travel
-69.46,2018-11-21T01:00:00.000Z,Gemma Avery,Adam Sanders,Drinks on Wednesday 🍏🤗
8.99,2018-11-21T01:00:00.000Z,,Uber Eats,Dining
69.21,2018-11-22T01:00:00.000Z,Adam Sanders,Carlo Hodge,Tickets on Saturday 🥒🧆
20.42,2018-11-22T01:00:00.000Z,Adam Sanders,Everett Dalton,Lunch on Tuesday 🧇🥞
61.11,2018-11-23T01:00:00.000Z,Adam Sanders,Nafeesa Mitchell,Tickets on Sunday 🍈🌯
22.57,2018-11-23T01:00:00.000Z,,Down The Hatch,Phone/Cable
10.6,2018-11-24T01:00:00.000Z,,Publix #282,Other Services
52.57,2018-11-24T01:00:00.000Z,,Sq *american Whiskey,Health Care
24.35,2018-11-25T01:00:00.000Z,,Publix #719,Other Services
87.4,2018-11-25T01:00:00.000Z,,Murphy6761atwalmart,Travel
50.11,2018-11-26T01:00:00.000Z,,Uber Eats,Phone/Cable
5.08,2018-11-26T01:00:00.000Z,Adam Sanders,Oran Crane,Breakfast on Tuesday 🌭🍆
71.91,2018-11-27T01:00:00.000Z,,Publix #719,Phone/Cable
50.7,2018-11-27T01:00:00.000Z,,Publix #719,Travel
37.8,2018-11-28T01:00:00.000Z,,Amagansett Supersav,Dining
62.89,2018-11-28T01:00:00.000Z,,Exxonmobil 48085070,Other Services
71.35,2018-11-29T01:00:00.000Z,Adam Sanders,Malachi Cannon,Drinks on Wednesday 🧀🍔
9.97,2018-11-29T01:00:00.000Z,,Trader Joe's #539 Qps,Travel
68.32,2018-11-30T01:00:00.000Z,,Trader Joe's #539 Qps,Other Services
-7.43,2018-11-30T01:00:00.000Z,Murtaza Becker,Adam Sanders,Dinner on Tuesday 👌🧈
-29.7,2018-12-01T01:00:00.000Z,Theo Freeman,Adam Sanders,Drinks on Saturday 🥥🤗
44.03,2018-12-01T01:00:00.000Z,,Ton Ton,Merchandise
43.56,2018-12-02T01:00:00.000Z,,Joy Cafe,Phone/Cable
29.88,2018-12-02T01:00:00.000Z,,Qt 761 07007610,Health Care
-19.55,2018-12-03T01:00:00.000Z,Arron Thorne,Adam Sanders,Dinner on Tuesday 🥔🥬
-70.68,2018-12-03T01:00:00.000Z,Hina Couch,Adam Sanders,Breakfast on Monday 🍆🥑
98,2018-12-04T01:00:00.000Z,,Gu's Dumplings,Dining
52.48,2018-12-04T01:00:00.000Z,Adam Sanders,Kitty John,Snacks on Monday 🥥🥥
-52.55,2018-12-05T01:00:00.000Z,Kitty John,Adam Sanders,Breakfast on Sunday 🍌🥑
13.62,2018-12-05T01:00:00.000Z,,Mta*metrocard Machine,Merchandise
84.76,2018-12-06T01:00:00.000Z,,76 - Gse 76 Los Feliz,Travel
29.34,2018-12-06T01:00:00.000Z,,Best In Class Barber Shop,Phone/Cable
90.97,2018-12-07T01:00:00.000Z,,ConEd,Travel
54.68,2018-12-07T01:00:00.000Z,,Amagansett Supersav,Dining
36.96,2018-12-08T01:00:00.000Z,,Wagaya,Dining
45.48,2018-12-08T01:00:00.000Z,Adam Sanders,Theo Freeman,Brunch on Thursday 🥬🤯
99.08,2018-12-09T01:00:00.000Z,,Tm *atlanta United Fc,Merchandise
45.64,2018-12-09T01:00:00.000Z,,Down The Hatch,Dining
1.34,2018-12-10T01:00:00.000Z,Adam Sanders,Darcie Ferreira,Lunch on Sunday 🍟🍟
40.81,2018-12-10T01:00:00.000Z,,Exxonmobil 42181370,Travel
46.28,2018-12-11T01:00:00.000Z,,Qt 761 07007610,Phone/Cable
78.94,2018-12-11T01:00:00.000Z,,Bar Taco Inman Park,Health Care
53.21,2018-12-12T01:00:00.000Z,Adam Sanders,Theo Freeman,Lunch on Saturday 🥩🌶
-8.4,2018-12-12T01:00:00.000Z,Theodor Larson,Adam Sanders,Groceries on Friday 🥑🧄
65.68,2018-12-13T01:00:00.000Z,,Publix #282,Other Services
78.59,2018-12-13T01:00:00.000Z,,ConEd,Merchandise
1.54,2018-12-14T01:00:00.000Z,,Publix #282,Phone/Cable
-65.9,2018-12-14T01:00:00.000Z,Aiysha Fleming,Adam Sanders,Groceries on Saturday 🌯🍆
61.78,2018-12-15T01:00:00.000Z,,Uber Eats Azk12,Travel
